Seq;CPF;Nome;Sexo;DataNasc;CodReg;CodMunic;CategProf;AnosEstudo;AnosEmprego;Sal‡rio;Altura (cm);Peso (kg);Fuma (1=sim, 0=n‹o)
14229;657233736-76;Geraldo L. Fozxy;M;29/01/56;200;219;A;4;21;1.274;177;74;0
14230;324415841-20;Eufrásio Novelli Duarte;M;08/01/73;200;219;B;12;6;2.173;184;83;0
14231;337778929-47;Guilherme Haddad Loureiro;M;17/04/58;200;219;A;4;24;1.083;163;95;1
14232;071016160-38;Cantídio U. Novelli;M;19/01/59;200;219;A;4;17;1.216;176;111;1
14233;670160310-63;Doralice L. Holtz;F;20/06/69;200;219;A;4;0;948;167;89;1
14234;532000572-54;Diógenes A. Gouveia;M;16/07/76;200;219;B;12;7;2.049;176;71;1
14235;100006556-19;Carlos Lourenço Uema;M;09/01/77;200;219;D;12;11;5.721;198;87;1
14236;996461349-04;Fabiano T. Saldanha;M;20/01/66;200;219;A;5;13;1.176;174;88;1
14237;720640027-23;Betânia C. Zainne;F;26/07/61;200;219;A;4;10;1.068;157;59;0
14238;832675352-12;Terezinha Soares;F;19/09/64;200;219;A;5;8;983;163;78;1
14239;553344563-33;Letícia S. Warwasky;F;14/02/60;200;219;E;18;21;3.678;163;77;1
14240;659015759-62;Abílio Almeida;M;24/10/52;200;219;D;12;13;5.834;201;90;0
14241;468108498-07;Hugo Cunha Iawata;M;11/08/76;200;219;A;4;6;1.042;179;73;1
14242;240072666-38;Elizabeth Seixas Torelli;F;12/05/74;200;219;A;4;9;1.140;145;73;1
14243;728088767-85;Monalisa T. Reis;F;16/02/53;200;219;B;12;25;2.409;157;62;0
14244;466987227-31;Elizabeth Marques Furkin;F;26/12/72;200;219;A;5;9;1.065;149;63;0
14245;757606488-96;Eduardo Ramos Fozxy;M;24/09/54;200;219;C;16;26;8.185;180;95;1
14246;158416006-30;Guilherme Martins;Masc.;21/10/72;200;219;D;14;8;4.939;178;81;1
14247;106235075-87;Carolina S. Torelli;F;21/04/64;200;219;B;13;13;2.188;175;71;0
14248;389793990-81;Germano A. Nakano;M;19/09/69;200;219;C;17;14;10.517;187;84;0
14249;573517103-84;Eva C. Ramos;F;17/03/61;200;219;A;4;10;1.100;146;71;0
14250;941745296-71;Joaquim Andrade Mota;M;11/10/63;200;219;B;12;12;2.232;171;79;1
14251;615208854-23;Dijalma Miranda Angelini;M;28/07/54;200;219;D;12;22;5.867;179;78;0
14252;713181603-59;Olga L. Pereira;F;21/06/61;200;219;B;12;14;2.042;166;65;0
14253;384167890-45;Carla M. Heckmann;F;03/05/53;200;219;A;4;18;1.228;155;72;0
14254;304618032-24;Dirceu R. Ledesma;M;24/01/69;200;219;B;13;13;2.045;175;83;1
14255;792091011-03;Otília Leal;F;07/12/78;200;219;A;4;9;1.083;144;70;0
14256;203889933-91;Marina Bezerra Haddad;F;22/12/72;200;219;D;12;13;5.020;182;65;0
14257;225706857-20;Dora F. Duarte;F;14/02/64;200;219;A;4;10;1.122;149;49;0
14258;286426733-03;Gervásio R. Santos;Masc.;14/07/69;200;219;D;12;0;5.626;183;80;1
14259;680597263-90;Pedro Cunha;M;19/01/69;200;219;D;12;13;5.247;195;88;0
14260;263117726-63;Izabel Moura;F;19/09/65;200;219;A;6;18;1.201;143;62;1
14261;405571898-53;Lúcio Lopes Loureiro;M;02/01/67;200;219;C;17;12;6.859;176;67;1
14262;560707535-42;Heleno Barbosa Andrade;M;10/10/77;200;219;A;6;3;1.021;170;82;0
14263;641265375-97;Abílio Leite;M;21/12/82;200;219;A;4;7;1.109;180;90;0
14264;275232616-55;Donizeti M. Heckmann;Masc.;26/07/81;200;219;A;5;2;1.072;169;77;0
14265;195577808-60;Laércio Soares Coutinho;Masc.;13/04/67;200;219;C;17;10;5.602;168;70;1
14266;749521466-00;Joaquim Macieira Morita;M;15/06/71;200;219;A;4;14;1.137;169;91;1
14267;195144314-48;Herval Pinto;Masc.;05/01/52;200;219;B;12;11;2.410;168;66;0
14268;401831904-59;Damião Fonseca Morita;M;03/12/69;200;219;C;16;9;7.225;177;95;1
14269;333201516-81;Eufrásia Moraes Machado;F;20/09/69;200;219;B;13;0;2.086;164;75;1
14270;485290246-13;Fernando Pereira Aramizoni;M;25/07/68;200;219;D;12;13;5.441;184;79;1
14271;687281112-90;Eliana S. Ferraz;F;08/04/58;200;219;B;12;20;2.318;157;68;0
14272;331928850-41;Tatiana Fonseca;F;23/02/61;200;219;A;4;0;989;167;101;1
14273;752309597-62;José C. Souza;M;24/10/50;200;219;D;12;20;4.431;190;95;1
14274;017859643-48;Samuel T. Verdinn;M;19/05/71;200;219;A;6;12;1.041;165;90;1
14275;331895942-10;Miguel R. Aramizoni;M;09/05/86;200;219;A;5;2;1.068;168;80;1
14276;641038174-37;Leonel Rosa;M;17/02/72;200;219;B;12;7;2.009;168;90;1
14277;249927496-40;Getúlio M. Nakano;Masc.;12/03/70;200;219;B;13;8;2.196;178;86;1
14278;039752988-04;Marli A. Trentti;Fem.;02/03/65;200;219;D;15;0;5.637;179;65;0
14279;851376305-51;Elizabeth C. Gatty;F;30/12/66;200;219;B;12;15;2.174;152;71;1
14280;691701218-18;Geraldo T. Uema;M;03/11/75;200;219;C;21;8;7.918;172;73;0
14281;503039958-58;Priscila Moura;F;07/02/70;200;219;A;5;7;1.068;152;74;1
14282;637095903-02;Luciana C. Gomes;F;09/12/67;200;219;A;8;15;1.187;152;76;1
14283;204351076-23;Zuleica Lopes;F;08/07/63;200;219;A;6;13;1.124;161;84;0
14284;704382034-02;Aurélio L. Pereira;M;23/05/68;200;219;C;16;8;7.637;185;65;0
14285;032576688-64;Florinda Zainne;Fem.;16/03/72;200;219;A;6;7;1.031;163;70;0
14286;076847848-03;Manoel Sasaky;M;25/04/64;200;219;B;12;17;2.261;172;66;0
14287;396576968-52;Américo Nogueira Furkin;M;27/12/64;200;219;C;16;10;5.975;198;95;1
14288;326318007-02;Donizeti Uema Pitanga;M;12/06/51;200;219;A;4;13;1.210;170;80;1
14289;580289181-58;Lourdes Cunha Furkin;F;26/01/84;200;219;C;16;2;6.836;169;50;0
14290;084429403-91;Fabiano C. Miranda;M;17/06/64;200;219;B;12;0;2.057;164;85;1
14291;510765317-09;Luis C. Faraggi;M;09/11/61;200;219;C;19;17;7.281;156;64;0
14292;310618808-18;Betânia T. Pinto;F;10/06/57;200;219;A;4;9;1.154;152;73;1
14293;118414400-19;Laércio S. Verdinn;M;11/09/64;200;219;C;16;10;8.031;171;82;0
14294;576202573-06;Mirtes C. Faraggi;F;29/01/65;200;219;B;12;11;2.126;174;77;0
14295;610899902-00;Cristina Cruz;F;22/12/51;200;219;B;13;25;2.506;148;56;1
14296;556405277-30;Eustáquio Novelli;M;28/07/65;200;219;A;8;8;1.023;180;80;1
14297;989815878-68;Cláudio L. Warwasky;M;10/09/65;200;219;D;13;14;5.980;185;85;0
14298;124265638-34;Ivo G. Campos;M;03/09/60;200;219;D;14;12;5.317;178;79;1
14299;839837077-77;Rogério L. Castro;M;13/07/79;200;219;A;4;7;1.039;151;79;0
14300;616859841-34;Silvana Longhini;F;28/02/62;200;219;A;4;8;1.120;152;69;1
14301;275053919-68;Fernanda Kalil Torelli;F;18/03/75;200;219;B;12;10;2.064;157;72;1
14302;316483549-39;Manoel Marques Trentti;M;02/12/79;200;219;D;12;2;4.737;200;81;0
14303;574270105-58;Manoel L. Uema;M;08/11/61;200;219;A;4;12;1.097;179;107;1
14304;077329415-51;Gervásio Sá;M;22/08/65;200;219;D;12;9;4.836;193;86;0
14305;551280063-95;Helena M. Holtz;F;11/07/69;200;219;A;4;6;1.099;155;68;1
14306;943392654-46;Samuel Ferraz Mancini;M;20/02/72;200;219;D;12;14;6.431;198;82;1
14307;300534351-09;Petrônio Mesquita;M;08/11/72;200;219;A;9;7;1.027;172;81;0
14308;820766812-13;Ivo S. Silva;M;20/12/67;200;219;D;14;14;6.883;196;72;0
14309;488065517-10;Gino A. Soares;M;30/12/48;200;219;C;17;28;7.397;179;88;1
14310;006981902-54;Ana Miranda;Fem.;15/04/82;200;219;D;12;8;6.210;190;75;0
14311;434240353-60;Lúcio Fonseca Cordeiro;M;10/03/75;200;219;B;12;7;2.423;181;80;0
14312;464270772-79;Almir S. Arantes;M;05/11/74;200;219;A;6;8;1.059;172;81;0
14313;353702752-46;Viviane T. Santos;F;23/04/59;200;219;B;12;15;2.121;156;63;0
14314;268741134-53;Terezinha L. Nogueira;F;29/12/74;200;220;C;16;5;7.276;175;66;0
14315;271347445-07;Giovanna R. Machado;F;09/06/59;200;220;B;12;16;2.544;162;65;1
14316;270377280-71;Simone Gouveia Lemos;F;22/04/60;200;220;B;13;22;2.531;155;73;1
14317;671109872-21;Clarice P. Holtz;F;27/11/62;200;220;B;16;15;2.087;163;81;1
14318;296439162-94;Luis Martins Lemos;M;30/03/54;200;220;B;12;20;2.316;184;105;0
14319;220616633-03;Eduardo Leal;Masc.;07/07/73;200;220;D;13;6;5.376;184;82;0
14320;564868417-70;Fabíola Teixeira;F;23/09/61;200;220;B;12;18;2.322;150;63;1
14321;110716528-85;Jânio Rosa;M;06/08/61;200;220;B;12;15;2.386;160;70;0
14322;687062893-98;Carla S. Trentti;F;30/08/56;200;220;A;5;0;993;152;59;0
14323;044405369-72;Madalena M. Angelini;Fem.;08/05/76;200;220;D;12;8;5.300;182;63;1
14324;985140152-81;Maria Ferraz Gomes;F;26/02/73;200;220;A;4;6;1.077;172;63;0
14325;145723261-85;Valdir Furkin;Masc.;20/06/53;200;220;D;12;20;6.316;193;97;0
14326;054175191-38;Adalberto Silva Holtz;M;09/10/70;200;220;B;12;12;2.105;182;90;1
14327;374112255-68;Pedro Bezerra;M;27/05/62;200;220;B;12;16;2.661;188;80;1
14328;024371130-10;Oscar Mendes;M;04/12/80;200;220;B;12;3;2.262;180;85;1
14329;392475821-21;Leonel Camargo Faraggi;M;21/08/71;200;220;C;18;14;9.101;154;63;0
14330;681004231-80;Clarice Gomes;F;10/06/76;200;220;A;6;7;1.014;169;72;0
14331;919232618-86;Renata R. Andrade;F;20/01/83;200;220;C;16;4;7.680;162;70;1
14332;146231580-12;Felipe Ledesma;F;30/08/56;200;220;D;14;20;5.863;171;78;0
14333;137990260-61;Joana M. Duarte;F;03/06/78;200;220;D;13;6;3.968;174;68;0
14334;661588072-57;Juvenal C. Santos;M;16/06/79;200;220;A;4;4;1.045;182;84;0
14335;420497667-00;Gilberto Moraes;M;04/11/69;200;220;B;12;9;2.230;158;67;1
14336;016328055-70;Oscar N. Rodrigues;M;01/06/67;200;220;A;4;15;1.216;184;88;1
14337;126011499-65;Marina T. Heckmann;F;20/04/59;200;220;A;5;19;1.153;150;77;0
14338;005091424-35;Vera Martins;Fem.;18/02/66;200;220;E;16;13;3.393;181;72;0
14339;919932890-97;Francisco G. Fonseca;M;17/12/77;200;220;A;4;0;1.018;172;79;1
14340;002009848-02;Américo Moraes Trentti;M;05/12/63;200;220;A;8;17;1.161;167;92;1
14341;750279028-40;Fabíola D. Nakano;F;03/06/64;200;220;A;4;10;1.096;160;79;1
14342;810761467-40;Josué A. Nakano;M;30/03/79;200;220;A;4;2;948;155;86;1
14343;897254970-31;Adalberto Machado Cruz;M;21/04/70;200;220;A;4;15;1.109;185;75;1
14344;032748518-33;Rita Teixeira;Fem.;31/07/61;200;220;B;12;18;2.182;170;72;0
14345;191258769-61;Jorge Trentti Fozxy;Masc.;16/07/68;200;220;A;6;11;1.038;173;90;0
14346;896807875-08;Oscar P. Gatty;M;04/06/69;200;220;B;12;8;2.185;170;82;1
14347;618208652-15;Olga L. Pontes;F;03/02/59;200;220;B;12;11;2.222;153;61;0
14348;966689703-20;Marli M. Pontes;F;28/12/83;200;220;B;13;6;2.207;151;55;0
14349;918458300-24;Heleno W. Loureiro;M;22/02/80;200;220;B;12;5;2.313;183;64;1
14350;153389599-68;Débora Gatty;F;29/04/75;200;220;C;18;12;8.048;152;54;0
14351;417379327-84;Anna P. Gruginsky;F;01/02/66;200;220;B;12;11;2.223;166;80;0
14352;390247477-75;José M. Schineider;M;25/05/69;200;220;A;4;11;1.184;161;80;0
14353;750749849-20;David A. Pinto;M;19/10/68;200;220;D;12;11;6.051;182;78;0
14354;607767519-99;Renato P. Fozxy;M;16/06/67;200;220;C;22;10;6.175;182;74;0
14355;963214020-60;Ivone Barros;F;28/07/70;200;220;B;13;8;2.179;156;64;1
14356;843735621-05;Marcelo V. Rosa;M;13/08/47;200;220;C;17;19;9.025;154;75;1
14357;509883850-90;Leonardo F. Aroeira;M;15/09/74;200;220;A;4;8;1.103;149;72;1
14358;252649990-90;Amauri P. Nakano;Masc.;25/01/58;200;220;D;13;18;6.948;179;80;1
14359;324308575-61;Teresa Aguiar Costa;F;28/01/62;200;220;A;4;9;1.178;166;64;0
14360;317927695-98;Marcondes Mendes;M;15/12/61;200;220;D;12;21;5.545;190;72;0
14361;501141140-05;Roberta Melo Maia;F;15/05/59;200;220;B;12;13;1.835;156;84;0
14362;698734827-84;Miguel Sá Pereira;M;24/11/77;200;220;A;4;5;1.055;170;81;1
14363;893192071-78;Felipe Mancini Souza;M;11/04/66;200;220;A;4;7;1.079;166;79;1
14364;089757619-59;Ivonete P. Bayochi;F;17/04/63;200;220;B;12;20;2.370;164;62;0
14365;564783016-13;Alexandre V. Zarin;M;22/01/68;200;220;B;12;8;7.377;171;70;1
14366;198313554-23;Carmen G. Pinheiro;F;06/07/74;200;220;A;5;9;1.078;159;70;1
14367;129569018-77;Mariane F. Ledesma;F;23/01/71;200;220;A;4;8;1.110;155;62;0
14368;495857322-46;Fabrício A. Almeida;M;26/08/64;200;220;A;4;17;1.167;173;90;0
14369;719978637-90;Ênio Faraggi Pinheiro;M;16/06/76;200;220;C;17;3;7.848;157;65;1
14370;381373581-88;Viviane S. Holtz;F;28/05/71;200;220;C;21;7;9.577;157;66;0
14371;866847420-00;Ivonete L. Iawata;F;16/05/71;200;220;A;4;8;1.028;168;58;0
14372;568184981-32;Alberto Ramos;M;29/03/88;200;220;D;12;4;6.046;184;70;1
14373;160458965-56;Eustáquio Soares;Masc.;03/04/75;200;220;A;5;10;1.070;175;74;0
14374;823749629-97;Márcia Oliveira;F;27/12/67;200;220;D;12;8;6.116;178;62;0
14375;470336809-96;Priscilla C. Moraes;F;20/10/71;200;220;B;12;14;2.514;171;63;0
14376;297932298-96;Eufrásia Rodrigues;F;13/10/71;200;220;E;16;8;3.178;164;64;1
14377;264802018-76;Damião Lourenço Pinheiro;Masc.;05/08/59;200;220;A;5;11;1.151;172;93;1
14378;547743538-09;Ofélia A. Toguchi;F;29/09/70;200;220;C;16;10;7.335;164;68;1
14379;981166295-90;Geraldo B. Fozxy;M;09/07/64;200;220;C;16;19;9.932;169;76;1
14380;567257598-66;Amauri T. Alves;M;08/12/75;200;220;A;5;9;1.083;176;83;1
14381;510875233-46;Edson N. Holtz;M;14/05/65;200;220;A;5;0;961;153;96;1
14382;089628724-63;Marciano L. Furkin;M;03/11/71;200;220;D;12;9;5.557;176;80;1
14383;947900897-11;Beatriz B. Nakano;F;12/02/63;200;220;B;13;17;2.550;160;67;1
14384;767887433-20;Patrícia I. Sasaky;F;12/09/74;200;220;A;4;0;997;166;73;0
14385;790982135-29;Renato S. Novaes;M;27/12/66;200;220;C;17;16;8.877;166;86;1
14386;887554720-36;Tereza G. Toguchi;F;22/07/71;200;220;E;17;9;3.514;180;68;0
14387;682687450-45;Adalberto S. Morbick;M;11/09/70;200;220;A;4;6;1.069;162;87;0
14388;713781729-56;Mônica M. Miranda;F;24/03/62;200;220;A;4;20;1.212;158;68;0
14389;327833167-22;Mirtes Araújo Yamamoto;F;12/07/61;200;220;B;12;20;2.485;147;74;1
14390;522223633-14;Carlito C. Furkin;M;01/10/67;200;220;D;12;6;4.432;199;86;1
14391;789844643-76;Mônica M. Lima;F;26/03/70;200;220;A;4;14;1.156;154;72;1
14392;217510903-88;Ernesto M. Barros;Masc.;21/03/75;200;220;D;12;10;4.764;189;86;1
14393;515417806-80;Sebastião Silva;M;04/04/75;200;220;A;4;6;982;189;68;1
14394;296310925-34;Thiago M. Gonçalves;M;02/05/75;200;220;B;12;7;2.076;157;60;0
14395;970134531-29;Rodrigo R. Trentti;M;26/03/81;200;220;B;12;8;2.322;173;60;1
14396;287571210-10;Dirceu Leite Verdinn;Masc.;20/10/68;200;220;D;14;6;4.791;190;85;1
14397;562041853-73;Fabiano C. Zarin;M;20/04/69;200;220;A;4;12;1.102;165;82;1
14398;034537606-46;Alberto G. Pereira;M;12/11/65;200;220;A;9;11;1.043;171;87;1
14399;590338960-01;Anna Santos;F;02/12/61;200;220;A;4;17;1.098;155;63;0
14400;009481093-19;Lúcio P. Sampaio;M;14/09/76;200;220;B;12;4;2.237;156;64;1
14401;911251967-77;Eduardo S. Souza;M;15/05/71;200;220;A;4;7;1.053;163;81;1
14402;631050982-91;Neide Seixas;F;22/09/78;200;220;B;13;5;2.120;159;54;0
14403;350129230-90;Donizeti L. Bezerra;M;13/02/55;200;220;C;17;24;9.533;170;90;1
14404;587879470-56;Abigail C. Torelli;F;14/10/73;200;220;C;16;13;7.613;169;62;0
14405;642745666-09;Carina Barros;F;21/07/64;200;220;C;16;12;8.585;159;69;0
14406;647111270-03;Benedita Miranda;F;23/08/58;200;220;A;4;9;1.051;172;85;1
14407;764808551-83;Guilherme Duarte Furkin;M;06/02/67;200;220;B;15;11;2.244;171;95;1
14408;202177329-92;Benedito M. Warwasky;Masc.;08/07/75;200;220;D;15;12;4.954;191;87;0
14409;947244246-30;Patrícia Cunha Sasaky;F;01/01/55;200;220;D;17;22;5.749;195;80;0
14410;085540481-72;Donizeti Pontes Trentti;M;25/02/61;200;220;C;22;18;10.940;165;79;1
14411;408459004-55;Gino T. Iawata;M;27/05/69;200;220;A;5;16;1.173;176;81;1
14412;340923252-40;Ênio C. Leite;M;04/11/64;200;220;A;4;17;1.098;166;79;1
14413;385454306-98;Alexandre C. Faraggi;M;07/12/77;200;220;B;12;7;2.112;176;70;0
14414;602286826-22;Helena Aroeira Longhini;F;01/12/65;200;220;C;17;14;7.552;158;61;0
14415;748895260-05;Petrônio Sá Nakano;M;10/06/74;200;220;C;17;11;6.108;166;75;1
14416;913676182-66;Fabrício Arantes;M;24/08/64;200;220;C;16;18;7.110;194;76;1
14417;247131226-88;Cristiano G. Nakano;Masc.;11/02/64;200;220;A;4;19;1.151;162;72;1
14418;700077008-22;Zuleica A. Medeiros;F;11/04/75;200;220;B;12;12;1.947;164;48;0
14419;203229248-39;Marina Marques;F;13/04/69;200;220;B;12;8;2.340;159;70;1
14420;667579212-19;Dirceu S. Pontes;M;06/12/69;200;220;A;4;9;1.127;179;87;0
14421;469131298-66;Manoel B. Ledesma;M;14/09/72;200;220;C;16;4;6.610;179;82;1
14422;131444519-75;Bento Reis Torelli;M;05/08/58;200;220;D;13;12;6.366;175;74;0
14423;724850974-45;Isabel Teixeira Kalil;F;27/11/71;200;220;B;12;9;2.269;165;58;0
14424;527005976-21;Luciana Almeida Morita;F;04/08/69;200;220;A;4;14;1.154;153;61;1
14425;897889335-05;Zélia Campos;F;18/11/66;200;220;A;5;10;1.029;146;67;1
14426;986236934-50;Leonel N. Zainne;M;30/01/64;200;220;D;15;8;5.420;172;83;1
14427;358857746-76;Roberta L. Mota;F;02/06/62;200;220;A;4;15;1.126;150;58;0
14428;242901131-09;Sebastião M. Heckmann;Masc.;21/04/73;200;220;C;18;12;8.914;174;78;1
14429;825969095-02;Zélia Camargo Silva;F;17/12/66;200;220;B;13;10;2.069;173;68;0
14430;234412818-29;Rodrigo A. Coutinho;Masc.;13/04/61;200;220;C;16;21;6.973;181;64;0
14431;582275884-33;Joaquim M. Pereira;M;16/08/63;200;220;D;14;7;5.100;179;82;1
14432;717088970-62;Guilherme Macieira Sasaky;M;30/04/71;200;220;D;12;7;5.358;192;89;1
14433;611254936-07;Marcílio Silva;M;06/03/75;200;220;D;15;11;5.982;183;79;0
14434;103740546-30;Clotilde Pontes Gouveia;F;20/04/69;200;220;B;12;14;2.229;145;69;1
14435;723648821-68;Romário N. Ledesma;M;12/11/71;200;220;D;12;6;5.025;180;73;0
14436;586060130-13;Eunice Almeida Nakano;F;11/01/65;200;220;E;19;18;2.838;166;59;0
14437;032684457-05;Nilo Maia Mancini;M;03/08/65;200;220;C;18;17;9.816;164;60;0
14438;484350234-00;Tatiana M. Longhini;F;26/03/76;200;220;A;7;5;1.032;183;63;0
14439;910588946-41;Clarice P. Barbosa;F;29/08/60;200;220;A;4;22;1.167;156;67;1
14440;277722777-25;Dora Silva;F;22/01/62;200;220;B;13;17;2.466;51;62;1
14441;119910989-44;Izabel M. Teixeira;F;18/10/59;200;220;D;12;22;5.981;179;73;1
14442;655020494-18;Carlito V. Haddad;M;24/09/72;200;220;D;12;4;5.469;189;85;0
14443;508768264-27;Ênio Gouveia Martins;M;15/07/54;200;220;C;16;20;6.812;173;83;0
14444;626299571-44;Ricardo S. Morbick;M;07/09/52;200;220;A;4;22;1.198;160;72;1
14445;380764485-73;Marcos A. Gonçalves;M;20/01/61;200;220;B;12;15;2.288;163;89;0
14446;992784816-10;Ernesto G. Verdinn;M;13/06/63;200;221;D;12;9;5.945;180;86;0
14447;771174449-83;Terezinha L. Uema;F;24/03/80;200;221;E;16;6;2.991;165;59;0
14448;331391301-63;Carlito Moraes Gatty;M;04/07/81;200;221;E;19;5;3.483;178;80;0
14449;131286724-82;Vânia N. Gomes;F;06/05/62;200;221;B;12;14;2.235;172;69;1
14450;574099182-09;Francisco M. Nakano;M;18/07/72;200;221;A;5;4;1.036;159;90;0
14451;546861967-95;Teresa M. Coutinho;F;22/09/72;200;221;B;12;14;2.004;152;55;1
14452;263795754-99;Clarice A. Barbosa;F;21/05/84;200;221;A;8;3;1.035;158;55;0
14453;628550971-93;Heráclito Lourenço Fonseca;M;30/01/63;200;221;B;12;8;2.184;186;95;0
14454;955399529-28;Terezinha Soares Saldanha;F;28/02/63;200;221;B;12;18;2.383;164;62;0
14455;646789166-01;Abigail Gonçalves Rigoni;F;06/05/50;200;221;A;4;18;1.195;157;65;0
14456;510180742-79;Reinaldo Cunha Souza;M;07/10/69;200;221;B;13;10;2.366;165;74;0
14457;785616394-15;Francisco Cordeiro Souza;M;03/07/72;200;221;D;12;8;5.045;189;81;1
14458;355437841-04;Benedita R. Lourenço;F;01/07/70;200;221;E;16;5;3.005;166;68;0
14459;165605559-76;Vânia Rosa;F;11/06/83;200;221;A;4;1;1.016;152;60;0
14460;587101236-10;Marília S. Ledesma;F;22/12/75;200;221;A;4;12;1.104;159;64;0
14461;457554913-48;Eufrásio M. Lima;M;16/06/66;200;221;D;12;9;6.101;210;92;0
14462;480263766-76;Elizabeth R. Machado;F;27/04/63;200;221;A;4;9;1.080;158;70;0
14463;311658219-07;Regina N. Nogueira;F;11/02/78;200;221;A;4;8;1.051;173;65;1
14464;826573944-34;Mirtes M. Santos;F;26/09/76;200;221;A;4;9;1.059;178;61;0
14465;653090778-55;Eduardo S. Faraggi;M;19/06/47;200;221;A;8;16;1.157;162;84;0
14466;910234596-04;Heleno G. Aramizoni;M;18/10/63;200;221;D;12;8;5.935;197;93;1
14467;089223108-47;Cantídio Z. Nakano;M;22/01/68;200;221;A;4;7;1.055;175;83;0
14468;556800563-05;Gervásio V. Novelli;M;26/05/68;200;221;A;4;10;1.115;174;80;0
14469;644831330-39;Carlito Oliveira Miranda;M;02/07/78;200;221;C;18;9;6.596;174;76;1
14470;409831430-48;Dijalma C. Zainne;M;22/01/79;200;221;D;12;2;4.840;199;79;1
14471;451095664-96;Terezinha Loureiro;F;18/08/70;200;221;A;4;12;1.116;175;81;0
14472;934038380-05;Florinda N. Souza;F;22/08/69;200;221;A;4;0;1.006;151;62;1
14473;581022858-50;Beatriz Gonçalves Novelli;F;02/07/63;200;221;C;16;13;7.735;170;68;0
14474;785118455-00;Thiago M. Weltsel;M;10/07/64;200;221;B;14;18;2.003;162;65;0
14475;606241187-54;Manoel Medeiros;M;23/09/81;200;221;D;12;6;5.426;180;78;0
14476;079169481-09;Mirtes Lemos Nakano;F;18/05/66;200;221;B;12;0;1.993;149;71;1
14477;771459199-40;Marcos G. Souza;M;24/01/87;200;221;A;6;4;1.029;173;88;0
14478;747782139-80;Suzana Nogueira;F;08/01/77;200;221;B;12;5;2.039;158;56;0
14479;301119330-48;Glória Campos Aramizoni;F;11/08/72;200;221;D;12;8;4.605;179;74;0
14480;736169548-51;Leonardo Sampaio Uema;M;17/01/49;200;221;A;4;27;1.280;174;101;1
14481;397956661-77;Petrônio Nogueira Pinheiro;M;13/03/71;200;221;B;12;12;1.966;172;94;0
14482;807197753-53;Betânia C. Machado;F;12/06/79;200;221;A;4;6;1.103;149;52;0
14483;340482476-89;Márcia A. Novelli;F;18/03/74;200;221;E;16;9;3.117;172;69;0
14484;083375420-39;Neide Rosa;F;20/12/70;200;221;A;6;6;1.082;161;60;1
14485;853340695-93;Ana Pontes Maia;F;06/10/79;200;221;A;5;7;1.011;149;76;0
14486;031398184-16;Amauri Moura Haddad;M;07/12/71;200;221;C;18;7;6.830;176;77;0
14487;555193898-87;Jânio M. Melo;M;19/10/70;200;221;A;4;9;958;157;72;0
14488;982402639-84;Betânia R. Almeida;F;09/01/56;200;221;C;16;13;9.063;160;62;0
14489;993499579-49;David I. Zainne;M;18/03/69;200;221;B;15;16;2.663;180;77;1
14490;521937132-00;Marília Z. Kalil;F;09/09/76;200;221;C;21;6;6.422;157;51;0
14491;147484621-16;Geraldo Queiroga Medeiros;Masc.;12/11/60;200;221;B;12;17;2.315;166;80;1
14492;797513310-80;Glória Santos Machado;F;06/07/81;200;221;E;16;1;3.086;163;60;0
14493;623420706-59;Gervásio F. Rosa;M;06/02/80;200;221;D;12;4;4.927;173;85;0
14494;704226396-05;Amauri C. Andrade;M;09/11/62;200;221;B;13;17;2.337;171;77;0
14495;067018511-69;Oscar Mesquita;M;28/04/83;200;221;A;4;4;1.081;164;78;1
14496;132134550-08;Ivone M. Cordeiro;F;06/10/64;200;221;B;13;8;1.952;162;76;1
14497;575703842-02;Clarice O. Angelini;F;01/07/58;200;221;A;4;13;1.152;179;79;1
14498;056911284-26;Ivone S. Rodrigues;F;09/08/58;200;221;E;16;21;3.053;161;74;0
14499;922915784-80;Otílio Aroeira Nakano;M;14/05/81;200;221;D;12;6;4.684;193;84;1
14500;547998685-60;Luis Heckmann Cruz;M;23/08/64;200;221;A;6;9;1.178;156;77;1
14501;160436473-46;Elizabeth T. Gonçalves;F;27/11/58;200;221;B;12;20;2.285;172;76;1
14502;299385556-59;Gertrudes L. Guimarães;F;19/10/57;200;221;D;13;9;6.025;183;72;0
14503;659775534-04;Gilberto Souza;M;11/09/76;200;221;B;12;3;1.998;173;84;1
14504;948717317-07;Cícero N. Ledesma;M;09/09/68;200;221;C;16;15;7.488;179;56;0
14505;304510758-38;Pedro Mota Angelini;M;09/08/70;200;221;D;12;9;5.255;186;80;1
14506;691429819-05;Luciana Castro;F;10/10/72;200;221;A;4;7;1.073;165;74;1
14507;493036158-32;Mauro A. Trentti;M;29/07/70;200;221;C;18;10;6.674;165;65;0
14508;050618170-79;Eufrásio C. Iawata;M;19/11/68;200;221;D;12;15;5.269;199;86;1
14509;746096549-97;Lúcia S. Aroeira;F;15/08/56;200;221;B;12;0;2.029;155;73;1
14510;398821494-99;Cláudio L. Holtz;M;26/01/65;200;221;A;4;9;1.100;173;75;0
14511;125509003-08;Cícero Medeiros Duarte;M;01/01/80;200;221;A;4;8;1.054;175;60;1
